0,1,2,3,4
Philadelphia 76ers,68,195,3,145
Washington Wizards,77,178,3,-190
Philadelphia 76ers,68,178,3,145
Washington Wizards,77,169,3,-175
Philadelphia 76ers,71,169,3,130
Washington Wizards,80,142,3,-175
Philadelphia 76ers,71,142,3,130
Washington Wizards,80,102,3,-310
Philadelphia 76ers,71,102,3,220
Washington Wizards,83,72,3,-280
Philadelphia 76ers,73,72,3,205
Washington Wizards,83,14,3,-280
Philadelphia 76ers,73,14,3,205
Washington Wizards,83,720,4,-380
Philadelphia 76ers,73,720,4,265
Washington Wizards,83,720,4,-380
Philadelphia 76ers,73,720,4,265
Washington Wizards,83,685,4,-380
Philadelphia 76ers,73,685,4,275
Washington Wizards,83,683,4,-475
Philadelphia 76ers,73,683,4,315
Washington Wizards,83,648,4,-475
Philadelphia 76ers,76,648,4,315
Washington Wizards,83,620,4,-250
Philadelphia 76ers,76,620,4,185
Washington Wizards,83,620,4,-185
Philadelphia 76ers,77,620,4,140
Washington Wizards,83,592,4,-180
Philadelphia 76ers,78,592,4,135
Washington Wizards,83,588,4,-185
Philadelphia 76ers,78,588,4,140
Washington Wizards,83,588,4,-175
Philadelphia 76ers,80,588,4,130
Washington Wizards,85,566,4,-145
Philadelphia 76ers,80,566,4,110
Washington Wizards,85,541,4,110
Philadelphia 76ers,82,541,4,-145
Washington Wizards,87,510,4,-150
Philadelphia 76ers,84,510,4,110
Washington Wizards,87,510,4,-175
Philadelphia 76ers,84,510,4,130
Washington Wizards,88,506,4,-150
Philadelphia 76ers,84,506,4,110
Washington Wizards,88,491,4,-175
Philadelphia 76ers,84,491,4,130
Washington Wizards,88,465,4,110
Philadelphia 76ers,86,465,4,-150
Washington Wizards,88,444,4,-175
Philadelphia 76ers,88,444,4,130
Washington Wizards,88,432,4,110
Philadelphia 76ers,88,432,4,-150
Washington Wizards,91,428,4,150
Philadelphia 76ers,88,428,4,-200
Washington Wizards,91,428,4,-145
Philadelphia 76ers,88,428,4,110
Washington Wizards,91,432,4,-145
Philadelphia 76ers,88,432,4,110
Washington Wizards,91,432,4,-145
Philadelphia 76ers,88,432,4,110
Washington Wizards,91,414,4,-145
Philadelphia 76ers,88,414,4,110
Washington Wizards,93,386,4,-250
Philadelphia 76ers,88,386,4,185
Washington Wizards,93,350,4,-175
Philadelphia 76ers,90,350,4,130
Washington Wizards,93,328,4,135
Philadelphia 76ers,93,328,4,-180
Washington Wizards,93,335,4,130
