0,1,2,3,4
Miami Heat,0,-1,0,-210
Orlando Magic,0,-1,0,175
Miami Heat,0,0,1,-215
Orlando Magic,0,0,1,160
Miami Heat,0,0,1,-215
Orlando Magic,0,0,1,160
Miami Heat,0,0,1,-215
Orlando Magic,0,0,1,160
Miami Heat,0,0,1,-215
Orlando Magic,0,0,1,160
Miami Heat,0,0,1,-215
Orlando Magic,0,0,1,160
Miami Heat,0,0,1,-215
Orlando Magic,0,0,1,160
Miami Heat,0,714,1,-215
Orlando Magic,0,714,1,160
Miami Heat,0,701,1,-215
Orlando Magic,2,701,1,160
Miami Heat,0,679,1,-215
Orlando Magic,2,679,1,160
Miami Heat,2,665,1,-215
Orlando Magic,2,665,1,160
Miami Heat,2,665,1,-215
Orlando Magic,2,665,1,160
Miami Heat,2,652,1,-215
Orlando Magic,2,652,1,160
Miami Heat,2,627,1,-215
Orlando Magic,2,627,1,160
Miami Heat,7,574,1,-215
Orlando Magic,2,574,1,160
Miami Heat,7,548,1,-215
Orlando Magic,5,548,1,160
Miami Heat,7,523,1,-230
Orlando Magic,7,523,1,170
Miami Heat,7,505,1,-220
Orlando Magic,7,505,1,165
Miami Heat,7,478,1,-215
Orlando Magic,9,478,1,160
Miami Heat,7,458,1,-215
Orlando Magic,9,458,1,160
Miami Heat,7,464,1,-215
Orlando Magic,10,464,1,160
Miami Heat,7,463,1,-210
Orlando Magic,10,463,1,155
Miami Heat,9,439,1,-200
Orlando Magic,10,439,1,150
Miami Heat,12,414,1,-215
Orlando Magic,10,414,1,160
Miami Heat,12,388,1,-215
Orlando Magic,12,388,1,160
Miami Heat,15,368,1,-220
Orlando Magic,12,368,1,165
Miami Heat,15,334,1,-240
Orlando Magic,12,334,1,180
Miami Heat,15,336,1,-220
Orlando Magic,14,336,1,165
Miami Heat,15,336,1,-220
Orlando Magic,14,336,1,165
Miami Heat,15,336,1,-220
Orlando Magic,14,336,1,165
Miami Heat,15,336,1,-220
Orlando Magic,14,336,1,165
Miami Heat,15,336,1,-220
Orlando Magic,14,336,1,165
Miami Heat,15,336,1,-220
Orlando Magic,14,336,1,165
Miami Heat,15,336,1,-220
Orlando Magic,14,336,1,165
Miami Heat,15,336,1,-220
Orlando Magic,14,336,1,165
Miami Heat,15,336,1,-220
Orlando Magic,14,336,1,165
Miami Heat,15,317,1,-220
Orlando Magic,16,317,1,165
Miami Heat,15,288,1,-220
Orlando Magic,18,288,1,165
Miami Heat,15,278,1,-215
Orlando Magic,18,278,1,160
Miami Heat,15,273,1,-190
Orlando Magic,18,273,1,145
Miami Heat,18,254,1,-215
Orlando Magic,18,254,1,160
Miami Heat,18,252,1,-200
Orlando Magic,18,252,1,150
Miami Heat,19,252,1,-215
Orlando Magic,18,252,1,160
Miami Heat,20,248,1,-215
Orlando Magic,18,248,1,160
Miami Heat,22,229,1,-215
Orlando Magic,18,229,1,160
Miami Heat,22,210,1,-245
Orlando Magic,18,210,1,180
Miami Heat,22,195,1,-245
Orlando Magic,18,195,1,180
Miami Heat,22,179,1,-300
Orlando Magic,20,179,1,215
Miami Heat,22,164,1,-300
Orlando Magic,20,164,1,215
Miami Heat,22,164,1,-260
Orlando Magic,20,164,1,190
Miami Heat,22,164,1,-260
Orlando Magic,20,164,1,190
Miami Heat,22,164,1,-260
Orlando Magic,20,164,1,190
Miami Heat,22,164,1,-260
Orlando Magic,20,164,1,190
Miami Heat,22,164,1,-260
Orlando Magic,20,164,1,190
Miami Heat,22,164,1,-260
Orlando Magic,20,164,1,190
Miami Heat,23,164,1,-260
Orlando Magic,20,164,1,190
Miami Heat,23,148,1,-260
Orlando Magic,20,148,1,190
Miami Heat,25,125,1,-260
Orlando Magic,22,125,1,190
Miami Heat,25,108,1,-220
Orlando Magic,22,108,1,165
Miami Heat,25,88,1,-220
Orlando Magic,22,88,1,165
Miami Heat,25,63,1,-220
Orlando Magic,22,63,1,165
Miami Heat,27,57,1,-220
Orlando Magic,22,57,1,165
Miami Heat,27,40,1,-220
Orlando Magic,25,40,1,165
Miami Heat,29,21,1,-220
Orlando Magic,25,21,1,165
Miami Heat,29,0,1,-290
Orlando Magic,27,0,1,210
Miami Heat,29,0,1,-250
Orlando Magic,27,0,1,185
Miami Heat,29,720,2,-215
Orlando Magic,27,720,2,160
Miami Heat,29,720,2,-215
Orlando Magic,27,720,2,160
Miami Heat,29,720,2,-215
Orlando Magic,27,720,2,160
Miami Heat,29,720,2,-220
Orlando Magic,27,720,2,165
Miami Heat,29,720,2,-220
Orlando Magic,27,720,2,165
Miami Heat,29,720,2,-220
Orlando Magic,27,720,2,165
Miami Heat,29,720,2,-220
Orlando Magic,27,720,2,165
Miami Heat,29,707,2,-220
Orlando Magic,27,707,2,165
Miami Heat,31,680,2,-215
Orlando Magic,29,680,2,160
Miami Heat,32,683,2,-210
Orlando Magic,29,683,2,155
Miami Heat,32,661,2,-210
Orlando Magic,29,661,2,155
Miami Heat,32,636,2,-230
Orlando Magic,31,636,2,170
Miami Heat,32,615,2,-220
Orlando Magic,31,615,2,165
Miami Heat,32,615,2,-215
Orlando Magic,31,615,2,160
Miami Heat,34,589,2,-215
Orlando Magic,31,589,2,160
Miami Heat,34,579,2,-215
Orlando Magic,31,579,2,160
Miami Heat,34,568,2,-220
Orlando Magic,31,568,2,165
Miami Heat,34,551,2,-220
Orlando Magic,31,551,2,165
Miami Heat,34,550,2,-220
Orlando Magic,31,550,2,165
Miami Heat,36,513,2,-240
Orlando Magic,33,513,2,175
Miami Heat,36,489,2,-240
Orlando Magic,36,489,2,175
Miami Heat,36,484,2,-220
Orlando Magic,36,484,2,165
Miami Heat,36,464,2,-210
Orlando Magic,38,464,2,155
Miami Heat,38,446,2,-185
