0,1,2,3,4
Sacramento Kings,0,-1,0,260
Denver Nuggets,0,-1,0,-320
Sacramento Kings,18,242,1,285
Denver Nuggets,24,242,1,-425
Sacramento Kings,21,215,1,275
Denver Nuggets,24,215,1,-400
Sacramento Kings,21,204,1,275
Denver Nuggets,24,204,1,-400
Sacramento Kings,21,188,1,275
Denver Nuggets,24,188,1,-400
Sacramento Kings,21,165,1,260
Denver Nuggets,24,165,1,-370
Sacramento Kings,21,165,1,275
Denver Nuggets,24,165,1,-400
Sacramento Kings,21,165,1,300
Denver Nuggets,24,165,1,-450
Sacramento Kings,21,165,1,300
Denver Nuggets,24,165,1,-450
Sacramento Kings,21,165,1,300
Denver Nuggets,24,165,1,-450
Sacramento Kings,21,165,1,300
Denver Nuggets,24,165,1,-450
Sacramento Kings,21,165,1,300
Denver Nuggets,24,165,1,-450
Sacramento Kings,23,145,1,300
Denver Nuggets,26,145,1,-450
Sacramento Kings,25,126,1,300
Denver Nuggets,26,126,1,-450
Sacramento Kings,25,119,1,300
Denver Nuggets,26,119,1,-450
Sacramento Kings,25,121,1,275
Denver Nuggets,26,121,1,-425
Sacramento Kings,25,116,1,275
Denver Nuggets,26,116,1,-425
Sacramento Kings,25,95,1,275
Denver Nuggets,28,95,1,-425
Sacramento Kings,25,73,1,275
Denver Nuggets,30,73,1,-425
Sacramento Kings,25,34,1,295
Denver Nuggets,30,34,1,-425
Sacramento Kings,25,19,1,315
Denver Nuggets,30,19,1,-450
Sacramento Kings,25,2,1,300
Denver Nuggets,30,2,1,-450
Sacramento Kings,25,2,1,320
Denver Nuggets,31,2,1,-475
Sacramento Kings,25,2,1,315
Denver Nuggets,31,2,1,-475
Sacramento Kings,25,2,1,315
Denver Nuggets,31,2,1,-475
Sacramento Kings,25,2,1,315
Denver Nuggets,31,2,1,-475
Sacramento Kings,25,2,1,315
Denver Nuggets,31,2,1,-475
Sacramento Kings,25,2,1,315
Denver Nuggets,31,2,1,-475
Sacramento Kings,25,2,1,315
Denver Nuggets,31,2,1,-475
Sacramento Kings,25,720,2,315
Denver Nuggets,31,720,2,-475
Sacramento Kings,25,704,2,315
Denver Nuggets,31,704,2,-475
Sacramento Kings,27,700,2,315
Denver Nuggets,31,700,2,-475
Sacramento Kings,27,670,2,295
Denver Nuggets,31,670,2,-450
Sacramento Kings,27,652,2,300
Denver Nuggets,31,652,2,-450
Sacramento Kings,27,667,2,265
Denver Nuggets,31,667,2,-380
Sacramento Kings,28,657,2,265
Denver Nuggets,31,657,2,-380
Sacramento Kings,30,632,2,295
Denver Nuggets,33,632,2,-425
Sacramento Kings,30,609,2,295
Denver Nuggets,36,609,2,-425
Sacramento Kings,33,579,2,275
Denver Nuggets,36,579,2,-425
Sacramento Kings,33,565,2,295
Denver Nuggets,38,565,2,-425
Sacramento Kings,33,551,2,300
Denver Nuggets,38,551,2,-450
Sacramento Kings,35,528,2,300
Denver Nuggets,38,528,2,-450
