0,1,2,3,4
Cleveland Cavaliers,75,493,3,-50000
Charlotte Hornets,57,464,3,1500
Cleveland Cavaliers,75,464,3,-50000
Charlotte Hornets,57,442,3,1100
Cleveland Cavaliers,75,442,3,-4000
Charlotte Hornets,59,407,3,1000
Cleveland Cavaliers,77,407,3,-4000
Charlotte Hornets,62,382,3,800
Cleveland Cavaliers,77,382,3,-2000
Charlotte Hornets,62,358,3,600
Cleveland Cavaliers,79,358,3,-1200
Charlotte Hornets,65,331,3,900
Cleveland Cavaliers,79,331,3,-3300
Charlotte Hornets,65,328,3,525
Cleveland Cavaliers,79,328,3,-950
Charlotte Hornets,68,310,3,385
Cleveland Cavaliers,79,310,3,-650
Charlotte Hornets,68,296,3,385
Cleveland Cavaliers,79,296,3,-650
Charlotte Hornets,68,281,3,385
Cleveland Cavaliers,79,281,3,-650
Charlotte Hornets,68,282,3,385
Cleveland Cavaliers,79,282,3,-650
Charlotte Hornets,70,283,3,245
Cleveland Cavaliers,79,283,3,-350
Charlotte Hornets,71,266,3,400
Cleveland Cavaliers,82,266,3,-700
Charlotte Hornets,71,259,3,400
Cleveland Cavaliers,82,259,3,-700
Charlotte Hornets,74,232,3,350
Cleveland Cavaliers,82,232,3,-550
Charlotte Hornets,74,220,3,350
Cleveland Cavaliers,85,220,3,-550
Charlotte Hornets,75,219,3,250
Cleveland Cavaliers,85,219,3,-360
Charlotte Hornets,75,201,3,320
Cleveland Cavaliers,85,201,3,-475
Charlotte Hornets,75,201,3,350
Cleveland Cavaliers,85,201,3,-550
Charlotte Hornets,75,201,3,385
Cleveland Cavaliers,85,201,3,-650
Charlotte Hornets,75,201,3,385
Cleveland Cavaliers,85,201,3,-650
Charlotte Hornets,75,201,3,385
Cleveland Cavaliers,85,201,3,-650
Charlotte Hornets,75,201,3,385
Cleveland Cavaliers,85,201,3,-650
Charlotte Hornets,75,201,3,385
Cleveland Cavaliers,85,201,3,-650
Charlotte Hornets,75,201,3,385
