0,1,2,3,4
New York Knicks,0,-1,0,265
Indiana Pacers,0,-1,0,-330
New York Knicks,0,0,1,250
Indiana Pacers,0,0,1,-360
New York Knicks,0,0,1,250
Indiana Pacers,0,0,1,-360
New York Knicks,0,0,1,250
Indiana Pacers,0,0,1,-360
New York Knicks,0,0,1,250
Indiana Pacers,0,0,1,-360
New York Knicks,0,0,1,250
Indiana Pacers,0,0,1,-360
New York Knicks,0,0,1,250
Indiana Pacers,0,0,1,-360
New York Knicks,0,0,1,250
Indiana Pacers,0,0,1,-360
New York Knicks,0,711,1,250
Indiana Pacers,0,711,1,-360
New York Knicks,0,693,1,250
Indiana Pacers,0,693,1,-360
New York Knicks,0,686,1,275
Indiana Pacers,0,686,1,-400
New York Knicks,0,657,1,265
Indiana Pacers,0,657,1,-400
New York Knicks,0,656,1,275
Indiana Pacers,0,656,1,-400
New York Knicks,0,625,1,265
Indiana Pacers,2,625,1,-400
New York Knicks,0,597,1,275
Indiana Pacers,4,597,1,-400
New York Knicks,0,574,1,255
Indiana Pacers,4,574,1,-370
New York Knicks,3,550,1,265
Indiana Pacers,4,550,1,-400
New York Knicks,6,524,1,265
Indiana Pacers,7,524,1,-400
New York Knicks,6,518,1,275
Indiana Pacers,7,518,1,-400
New York Knicks,6,495,1,275
Indiana Pacers,9,495,1,-400
New York Knicks,6,493,1,275
Indiana Pacers,9,493,1,-400
New York Knicks,6,477,1,260
Indiana Pacers,11,477,1,-370
New York Knicks,6,478,1,275
Indiana Pacers,12,478,1,-400
New York Knicks,8,455,1,265
Indiana Pacers,12,455,1,-380
New York Knicks,8,445,1,265
Indiana Pacers,12,445,1,-380
New York Knicks,8,445,1,295
Indiana Pacers,13,445,1,-425
New York Knicks,8,434,1,300
Indiana Pacers,14,434,1,-475
New York Knicks,11,417,1,300
Indiana Pacers,14,417,1,-475
New York Knicks,11,392,1,300
Indiana Pacers,19,392,1,-475
New York Knicks,11,388,1,320
Indiana Pacers,19,388,1,-475
New York Knicks,11,388,1,320
Indiana Pacers,19,388,1,-475
New York Knicks,11,388,1,320
Indiana Pacers,19,388,1,-475
New York Knicks,11,388,1,320
Indiana Pacers,19,388,1,-475
New York Knicks,11,388,1,320
Indiana Pacers,19,388,1,-475
New York Knicks,11,388,1,320
Indiana Pacers,19,388,1,-475
New York Knicks,11,388,1,320
Indiana Pacers,19,388,1,-475
New York Knicks,11,388,1,320
Indiana Pacers,19,388,1,-475
New York Knicks,11,388,1,320
Indiana Pacers,19,388,1,-475
New York Knicks,14,373,1,320
Indiana Pacers,19,373,1,-475
New York Knicks,14,367,1,320
Indiana Pacers,19,367,1,-475
New York Knicks,14,359,1,350
Indiana Pacers,19,359,1,-550
New York Knicks,14,359,1,350
Indiana Pacers,19,359,1,-550
New York Knicks,14,355,1,350
Indiana Pacers,21,355,1,-550
New York Knicks,14,335,1,320
Indiana Pacers,21,335,1,-475
New York Knicks,16,316,1,320
Indiana Pacers,21,316,1,-475
New York Knicks,18,295,1,300
Indiana Pacers,21,295,1,-450
New York Knicks,18,286,1,300
Indiana Pacers,21,286,1,-450
New York Knicks,20,276,1,275
Indiana Pacers,21,276,1,-400
New York Knicks,20,270,1,275
Indiana Pacers,21,270,1,-400
New York Knicks,20,262,1,325
Indiana Pacers,21,262,1,-475
New York Knicks,22,225,1,260
Indiana Pacers,23,225,1,-370
New York Knicks,22,210,1,260
Indiana Pacers,25,210,1,-370
New York Knicks,22,210,1,260
Indiana Pacers,25,210,1,-370
New York Knicks,24,189,1,265
Indiana Pacers,27,189,1,-370
New York Knicks,25,188,1,260
Indiana Pacers,27,188,1,-370
New York Knicks,27,166,1,260
Indiana Pacers,27,166,1,-360
New York Knicks,27,166,1,235
Indiana Pacers,27,166,1,-350
New York Knicks,27,166,1,250
Indiana Pacers,27,166,1,-360
New York Knicks,27,166,1,235
Indiana Pacers,27,166,1,-350
New York Knicks,27,166,1,235
Indiana Pacers,27,166,1,-350
New York Knicks,27,166,1,235
Indiana Pacers,27,166,1,-350
New York Knicks,27,166,1,235
Indiana Pacers,27,166,1,-350
New York Knicks,27,166,1,235
Indiana Pacers,27,166,1,-350
New York Knicks,27,166,1,235
Indiana Pacers,27,166,1,-350
New York Knicks,27,153,1,235
Indiana Pacers,27,153,1,-350
New York Knicks,30,128,1,235
Indiana Pacers,27,128,1,-350
New York Knicks,30,106,1,225
Indiana Pacers,29,106,1,-310
New York Knicks,30,91,1,215
