0,1,2,3,4
Atlanta Hawks,100,358,3,-50000
Chicago Bulls,64,358,3,2100
Atlanta Hawks,100,358,3,-50000
Chicago Bulls,64,358,3,2100
Atlanta Hawks,100,358,3,-50000
Chicago Bulls,64,358,3,2100
Atlanta Hawks,100,358,3,-50000
Chicago Bulls,64,358,3,2100
Atlanta Hawks,100,358,3,-50000
Chicago Bulls,64,358,3,2100
Atlanta Hawks,100,358,3,-50000
Chicago Bulls,64,358,3,2100
Atlanta Hawks,100,348,3,-50000
Chicago Bulls,66,348,3,2100
Atlanta Hawks,100,323,3,-50000
Chicago Bulls,66,323,3,2100
Atlanta Hawks,100,322,3,-50000
Chicago Bulls,67,322,3,2100
Atlanta Hawks,103,307,3,-50000
Chicago Bulls,68,307,3,2100
Atlanta Hawks,106,286,3,-50000
Chicago Bulls,68,286,3,2100
Atlanta Hawks,108,257,3,-50000
Chicago Bulls,68,257,3,2100
Atlanta Hawks,108,247,3,-50000
Chicago Bulls,68,247,3,2100
Atlanta Hawks,108,241,3,-50000
Chicago Bulls,70,241,3,2100
Atlanta Hawks,108,234,3,-50000
Chicago Bulls,70,234,3,2100
Atlanta Hawks,108,231,3,-50000
Chicago Bulls,72,231,3,2100
Atlanta Hawks,108,231,3,-50000
Chicago Bulls,72,231,3,2100
Atlanta Hawks,108,231,3,-50000
Chicago Bulls,72,231,3,2100
Atlanta Hawks,108,231,3,-50000
Chicago Bulls,72,231,3,2100
Atlanta Hawks,108,202,3,-50000
Chicago Bulls,72,202,3,2100
Atlanta Hawks,108,183,3,-50000
Chicago Bulls,72,183,3,2100
Atlanta Hawks,108,172,3,-50000
Chicago Bulls,72,172,3,2100
Atlanta Hawks,108,172,3,-50000
Chicago Bulls,72,172,3,2100
Atlanta Hawks,109,167,3,-50000
Chicago Bulls,72,167,3,2100
Atlanta Hawks,109,167,3,-50000
Chicago Bulls,74,167,3,2100
Atlanta Hawks,109,139,3,-50000
Chicago Bulls,76,139,3,2100
Atlanta Hawks,109,125,3,-50000
Chicago Bulls,76,125,3,2100
Atlanta Hawks,111,125,3,-50000
Chicago Bulls,76,125,3,2100
Atlanta Hawks,111,107,3,-50000
Chicago Bulls,76,107,3,2100
Atlanta Hawks,111,87,3,-50000
Chicago Bulls,76,87,3,2100
Atlanta Hawks,111,64,3,-50000
Chicago Bulls,76,64,3,2100
Atlanta Hawks,111,39,3,-50000
Chicago Bulls,76,39,3,2100
Atlanta Hawks,111,39,3,-50000
Chicago Bulls,76,39,3,2100
Atlanta Hawks,111,17,3,-50000
Chicago Bulls,76,17,3,2100
Atlanta Hawks,111,7,3,-50000
Chicago Bulls,78,7,3,2100
Atlanta Hawks,111,5,3,-50000
Chicago Bulls,79,5,3,2100
Atlanta Hawks,111,0,3,-50000
Chicago Bulls,79,0,3,2100
Atlanta Hawks,111,0,3,-50000
Chicago Bulls,79,0,3,2100
Atlanta Hawks,111,720,4,-50000
Chicago Bulls,79,720,4,2100
Atlanta Hawks,111,720,4,-50000
Chicago Bulls,79,720,4,2100
Atlanta Hawks,111,720,4,-50000
Chicago Bulls,79,720,4,2100
Atlanta Hawks,111,718,4,-50000
Chicago Bulls,79,718,4,2100
Atlanta Hawks,111,690,4,-50000
Chicago Bulls,81,690,4,2100
Atlanta Hawks,111,671,4,-50000
Chicago Bulls,81,671,4,2100
Atlanta Hawks,113,651,4,-50000
Chicago Bulls,81,651,4,2100
Atlanta Hawks,113,627,4,-50000
Chicago Bulls,83,627,4,2100
Atlanta Hawks,113,611,4,-50000
Chicago Bulls,83,611,4,2100
Atlanta Hawks,115,586,4,-50000
Chicago Bulls,83,586,4,2100
Atlanta Hawks,115,580,4,-50000
Chicago Bulls,83,580,4,2100
Atlanta Hawks,115,550,4,-50000
Chicago Bulls,83,550,4,2100
Atlanta Hawks,115,547,4,-50000
Chicago Bulls,83,547,4,2100
Atlanta Hawks,117,528,4,-50000
Chicago Bulls,83,528,4,2100
Atlanta Hawks,117,508,4,-50000
Chicago Bulls,85,508,4,2100
Atlanta Hawks,117,497,4,-50000
Chicago Bulls,85,497,4,2100
Atlanta Hawks,117,479,4,-50000
Chicago Bulls,87,479,4,2100
Atlanta Hawks,119,452,4,-50000
Chicago Bulls,87,452,4,2100
Atlanta Hawks,119,445,4,-50000
Chicago Bulls,87,445,4,2100
Atlanta Hawks,119,445,4,-50000
Chicago Bulls,87,445,4,2100
Atlanta Hawks,119,445,4,-50000
Chicago Bulls,87,445,4,2100
Atlanta Hawks,119,445,4,-50000
Chicago Bulls,87,445,4,2100
Atlanta Hawks,119,445,4,-50000
Chicago Bulls,87,445,4,2100
Atlanta Hawks,119,445,4,-50000
Chicago Bulls,87,445,4,2100
Atlanta Hawks,119,445,4,-50000
Chicago Bulls,87,445,4,2100
Atlanta Hawks,119,445,4,-50000
Chicago Bulls,87,445,4,2100
Atlanta Hawks,119,425,4,-50000
Chicago Bulls,87,425,4,2100
Atlanta Hawks,119,412,4,-50000
Chicago Bulls,87,412,4,2100
Atlanta Hawks,119,408,4,-50000
Chicago Bulls,87,408,4,2100
Atlanta Hawks,119,390,4,-50000
Chicago Bulls,87,390,4,2100
Atlanta Hawks,119,378,4,-50000
Chicago Bulls,87,378,4,2100
Atlanta Hawks,119,370,4,-50000
Chicago Bulls,87,370,4,2100
Atlanta Hawks,122,304,4,-50000
Chicago Bulls,90,304,4,2100
Atlanta Hawks,122,304,4,-50000
Chicago Bulls,90,304,4,2100
Atlanta Hawks,122,304,4,-50000
Chicago Bulls,90,304,4,2100
Atlanta Hawks,122,289,4,-50000
Chicago Bulls,93,289,4,2100
Atlanta Hawks,122,229,4,-50000
Chicago Bulls,95,229,4,2100
Atlanta Hawks,122,224,4,-50000
Chicago Bulls,96,224,4,2100
Atlanta Hawks,122,170,4,-50000
Chicago Bulls,100,170,4,2100
Atlanta Hawks,122,133,4,-50000
Chicago Bulls,100,133,4,2100
Atlanta Hawks,122,96,4,-50000
Chicago Bulls,103,96,4,2100
Atlanta Hawks,122,57,4,-50000
Chicago Bulls,104,57,4,2100
Atlanta Hawks,124,6,4,-50000
Chicago Bulls,104,6,4,2100
Atlanta Hawks,124,0,4,-50000
Chicago Bulls,104,0,4,2100
Atlanta Hawks,124,0,4,-50000
Chicago Bulls,104,0,4,2100
Atlanta Hawks,124,0,4,-50000
Chicago Bulls,104,0,4,2100
Atlanta Hawks,124,0,0,-50000
Chicago Bulls,104,0,0,2100
Atlanta Hawks,124,0,0,-50000
Chicago Bulls,104,0,0,2100
